,user,avg_nr_word_per_sent,nr_sents,std_nr_word_per_sent,nr_chars,nr_letters,nr_lower,nr_nums,nr_punctuation,nr_spaces,nr_upper,nr_colons,nr_commas,nr_dots,nr_exclamation,nr_hyphens,nr_question,nr_semicolons,HTR,TTR,avg_characters_per_word,most_frequency,nr_longwords,nr_stopwords,nr_words,avg_length_np,nr_function,nr_pos,nr_named_entity,nr_neg_word,nr_positive_word,nr_greeting,score_semantic
10,1,17.833333333333332,6.0,5.076087732365021,425,403,397,0,9,13,6,0,3,6,0,0,0,0,0.5,0.6590909090909091,4.579545454545454,8.0,25.0,49.0,88.0,7.7142857142857135,34.0,13.0,9,0,1,0.0,0.9485
11,1,14.035714285714285,28.0,12.591831987611366,1559,1272,1071,99,81,107,201,1,12,2,0,2,0,0,0.5315315315315315,0.6576576576576577,5.45045045045045,19.0,108.0,24.0,222.0,18.765625,23.0,15.0,198,0,0,0.0,0.9623
12,1,10.0,3.0,6.5574385243019995,120,112,108,0,2,6,4,0,0,2,0,0,0,0,0.9166666666666666,0.9583333333333334,4.666666666666667,2.0,9.0,11.0,24.0,11.857142857142858,10.0,13.0,2,0,0,0.0,0.3182
13,1,16.204545454545453,44.0,18.665450667631703,2607,2146,1882,81,211,169,264,19,64,12,0,7,1,47,0.2348668280871671,0.4745762711864407,5.038740920096854,11.0,171.0,116.0,413.0,8.30841121495327,91.0,17.0,270,0,1,0.0,0.925
14,1,10.777777777777779,27.0,7.9967942294845855,1035,837,727,32,92,74,110,15,18,7,0,0,3,0,0.4463276836158192,0.6327683615819211,4.47457627118644,5.0,43.0,65.0,177.0,8.070422535211268,48.0,15.0,62,0,0,0.0,0.9223
15,1,52.0,1.0,0.0,191,170,155,12,4,5,15,0,3,1,0,0,0,0,0.2702702702702703,0.5135135135135135,4.594594594594595,3.0,15.0,13.0,37.0,12.0,8.0,8.0,25,0,0,0.0,0.0
16,1,7.44,25.0,8.312039460926544,839,606,529,52,93,88,77,5,11,10,0,1,0,0,0.5982142857142857,0.7678571428571429,5.241071428571429,4.0,52.0,29.0,112.0,11.020833333333336,34.0,15.0,77,0,0,0.0,0.743
17,1,9.75862068965517,29.0,7.781182302809558,1064,850,799,42,103,69,51,13,3,5,3,1,3,0,0.4104046242774567,0.6011560693641619,4.0404624277456636,8.0,36.0,75.0,173.0,7.758620689655173,58.0,16.0,48,0,3,0.0,0.9662
18,1,15.852941176470587,34.0,15.651764065435927,2149,1882,1659,26,91,150,223,8,12,5,0,34,4,0,0.5232876712328767,0.6904109589041096,5.112328767123287,11.0,139.0,98.0,365.0,12.456692913385826,75.0,16.0,220,0,1,0.0,0.2885
19,1,9.083333333333334,24.0,10.429542766528193,959,617,488,77,166,99,129,12,4,9,0,0,0,0,0.1880341880341881,0.4444444444444444,4.846153846153847,9.0,51.0,21.0,117.0,13.266666666666667,23.0,14.0,89,0,0,0.0,0.9690000000000001
20,1,15.611111111111107,18.0,9.369153950684872,1123,943,803,26,116,38,140,3,15,7,0,0,1,0,0.5271739130434783,0.6956521739130435,4.733695652173913,8.0,64.0,61.0,184.0,15.04,49.0,16.0,106,0,0,0.0,0.8999
21,1,12.5,12.0,11.587610938960946,633,561,528,9,34,29,33,4,7,5,1,1,0,0,0.7572815533980582,0.8543689320388349,5.281553398058253,4.0,41.0,38.0,103.0,10.714285714285714,32.0,16.0,31,0,2,0.0,0.9741
22,1,20.0,4.0,7.6157731058639095,349,324,301,9,6,10,23,0,1,4,0,0,0,0,0.676923076923077,0.8153846153846154,4.9230769230769225,4.0,23.0,29.0,65.0,10.210526315789474,21.0,15.0,19,0,0,0.0,0.9652
23,1,14.558823529411766,34.0,13.008601295484619,2016,1675,1554,75,117,149,121,12,5,12,0,2,5,0,0.362116991643454,0.532033426183844,4.5348189415041755,18.0,116.0,164.0,359.0,10.5929203539823,140.0,16.0,80,5,2,0.0,0.9634
24,1,24.764705882352942,17.0,28.734842551693028,1676,1447,1182,24,156,49,265,3,24,7,0,3,0,0,0.4768683274021353,0.6014234875444839,4.7437722419928825,20.0,87.0,115.0,281.0,13.132352941176471,69.0,16.0,98,3,2,0.0,0.8685
25,1,8.653846153846152,26.0,7.331806367832187,803,571,500,24,73,135,71,7,6,7,0,2,0,0,0.5,0.7096774193548387,4.298387096774194,4.0,26.0,48.0,124.0,7.901960784313728,40.0,17.0,74,0,0,0.0,0.8074
26,1,10.25,8.0,7.166389806390862,300,224,191,22,33,21,33,4,6,3,0,1,0,0,0.7073170731707317,0.8536585365853658,5.073170731707316,2.0,17.0,9.0,41.0,10.666666666666666,13.0,13.0,32,0,0,0.0,0.7964
27,1,16.0,2.0,12.727922061357855,103,94,89,0,4,5,5,0,2,2,0,0,0,0,0.84,0.92,3.76,2.0,2.0,15.0,25.0,6.5,8.0,13.0,4,0,0,0.0,0.0
28,1,19.0,6.0,12.790621564255586,476,452,435,0,11,13,17,0,2,5,0,0,0,0,0.6236559139784946,0.7634408602150538,4.838709677419357,5.0,31.0,45.0,93.0,8.709677419354838,36.0,15.0,21,0,0,0.0,0.9186
29,1,18.761904761904766,21.0,19.712698348792237,1434,1272,1183,17,101,44,89,10,27,11,0,1,0,13,0.38545454545454544,0.5854545454545454,4.36,13.0,62.0,121.0,275.0,7.398148148148147,100.0,16.0,91,0,1,0.0,0.9906
30,1,13.52,25.0,14.654692081377895,1383,1086,929,56,112,129,157,8,7,8,1,1,0,0,0.329004329004329,0.5238095238095238,4.5108225108225115,16.0,73.0,82.0,231.0,10.202702702702704,83.0,16.0,98,0,0,0.0,0.9379
31,1,10.551724137931034,29.0,13.042748962262936,1161,647,512,173,155,186,135,15,8,2,0,12,0,0,0.4915254237288136,0.7203389830508474,4.745762711864408,4.0,40.0,15.0,118.0,12.4,15.0,15.0,147,0,0,0.0,0.8359
32,1,11.352941176470587,17.0,8.343719018448759,735,628,530,24,44,39,98,4,5,6,0,1,0,0,0.4796747967479675,0.7073170731707317,4.634146341463413,6.0,45.0,41.0,123.0,11.022222222222226,37.0,16.0,69,0,0,0.0,0.0516
33,1,15.087719298245617,57.0,12.135074167991586,3579,3004,2805,162,275,138,199,8,20,28,0,2,0,1,0.3021978021978022,0.4761904761904762,5.091575091575091,19.0,199.0,229.0,546.0,11.602209944751381,177.0,16.0,238,0,1,0.0,0.9834
34,1,13.444444444444445,9.0,8.603939666093536,402,367,344,0,20,15,23,0,4,5,0,1,0,0,0.6923076923076923,0.7912087912087912,3.934065934065934,9.0,18.0,44.0,91.0,5.111111111111111,36.0,13.0,13,0,2,0.0,0.9062
35,1,17.454545454545453,11.0,14.144706687405266,775,614,537,73,45,43,77,6,3,7,0,6,0,0,0.4516129032258064,0.6612903225806451,4.903225806451613,5.0,43.0,45.0,124.0,10.7,42.0,15.0,67,0,0,0.0,0.9559
36,1,14.84375,32.0,12.516078369119278,1790,1486,1294,42,106,156,192,13,11,17,1,2,1,0,0.3270440251572327,0.5125786163522013,4.415094339622642,11.0,85.0,125.0,318.0,10.206521739130435,104.0,16.0,130,0,5,0.0,0.9929
37,1,28.285714285714285,7.0,8.138678961483569,819,787,760,0,10,22,27,0,3,7,0,0,0,0,0.4911242603550296,0.6449704142011834,4.65680473372781,9.0,56.0,83.0,169.0,9.56,60.0,13.0,39,0,1,0.0,0.7003
38,1,13.071428571428573,14.0,11.592200864336373,759,593,463,31,106,29,130,3,13,4,0,0,0,0,0.6213592233009708,0.7766990291262136,4.776699029126212,6.0,36.0,25.0,103.0,19.15384615384616,22.0,15.0,92,0,0,0.0,0.25
39,1,12.5,2.0,6.363961030678928,112,100,90,4,2,6,10,0,0,1,0,1,0,0,0.8888888888888888,0.9444444444444444,5.5555555555555545,2.0,11.0,4.0,18.0,16.2,5.0,11.0,16,0,0,0.0,0.3182
40,1,21.70588235294117,17.0,13.17556785247961,1341,1240,1160,6,55,40,80,2,9,15,0,6,0,0,0.4620938628158845,0.6173285198555957,4.415162454873647,12.0,72.0,124.0,277.0,8.458823529411765,102.0,16.0,57,0,1,0.0,0.9768
41,1,9.9375,16.0,8.17694930888042,651,507,433,34,81,29,74,3,4,5,0,2,1,0,0.6372549019607843,0.7941176470588235,4.735294117647058,3.0,34.0,38.0,102.0,11.125,32.0,16.0,38,0,1,0.0,0.9794
42,1,11.952380952380953,42.0,9.10361059690693,1736,1532,1466,57,96,51,66,3,13,25,1,10,1,0,0.3830409356725146,0.5701754385964912,4.4678362573099415,13.0,95.0,172.0,342.0,8.548387096774192,130.0,17.0,99,0,1,0.0,0.9941
43,1,12.5,10.0,14.668560483792085,469,324,291,86,43,16,33,2,0,2,0,18,0,0,0.5319148936170213,0.7234042553191491,5.617021276595745,3.0,27.0,12.0,47.0,20.928571428571427,10.0,15.0,35,0,0,0.0,0.6369
44,1,10.473684210526317,19.0,7.960795752049411,760,634,535,12,41,73,99,6,7,4,0,0,0,0,0.5846153846153846,0.7461538461538462,4.453846153846154,4.0,33.0,41.0,130.0,10.225,37.0,16.0,74,0,3,0.0,0.981
45,1,19.666666666666668,3.0,25.71640202931455,230,217,208,0,6,7,9,0,0,2,0,3,0,0,0.7291666666666666,0.8541666666666666,4.5,3.0,14.0,22.0,48.0,12.727272727272727,17.0,12.0,10,0,0,0.0,0.7269
46,1,15.181818181818182,44.0,11.035403338795293,2623,2215,1989,125,191,92,226,21,29,19,0,3,5,2,0.32009345794392524,0.485981308411215,4.7546728971962615,25.0,142.0,160.0,428.0,11.144736842105265,149.0,17.0,201,0,1,1.0,0.9873
47,1,15.285714285714285,14.0,12.180871330640777,744,686,640,2,26,30,46,5,5,9,0,0,1,0,0.4634146341463415,0.6524390243902439,4.097560975609756,8.0,31.0,81.0,164.0,7.153846153846152,62.0,14.0,41,0,0,0.0,0.9736
48,1,21.25,4.0,7.22841614740048,290,276,268,0,6,8,8,0,1,4,0,1,0,0,0.5633802816901409,0.7605633802816901,3.8873239436619715,4.0,12.0,41.0,71.0,5.478260869565218,34.0,12.0,15,0,1,0.0,0.7003
49,1,26.5,4.0,21.97726097583591,449,426,410,2,6,15,16,0,1,2,0,2,0,0,0.6629213483146067,0.7640449438202247,4.786516853932584,9.0,28.0,44.0,89.0,12.26086956521739,39.0,16.0,16,0,0,0.0,-0.3818
50,1,20.30434782608696,23.0,11.601076684392453,1597,1488,1435,4,58,47,53,0,15,20,0,7,0,0,0.3188010899182561,0.4904632152588556,4.002724795640327,20.0,80.0,199.0,367.0,7.037735849056604,154.0,13.0,74,0,0,1.0,0.9201
51,1,12.0,3.0,7.549834435270751,145,128,120,5,5,7,8,0,2,1,0,1,1,0,0.6,0.8,5.08,2.0,10.0,12.0,25.0,6.5555555555555545,7.0,10.0,7,0,0,0.0,0.8176
52,1,9.0,8.0,6.2335497797918356,397,285,256,41,28,43,29,5,0,2,0,0,0,0,0.8604651162790697,0.9302325581395348,5.255813953488372,2.0,20.0,11.0,43.0,17.2,12.0,15.0,13,0,0,0.0,0.836
53,1,31.0,6.0,17.052858997833763,824,755,704,15,27,27,51,3,1,0,0,1,0,0,0.5,0.6742424242424242,5.696969696969697,9.0,59.0,43.0,132.0,14.729729729729733,35.0,14.0,50,0,0,0.0,0.5499
54,1,10.625,8.0,8.122939299117215,404,238,185,32,71,63,53,4,1,2,0,0,0,0,0.6530612244897959,0.8163265306122449,4.7346938775510194,3.0,17.0,11.0,49.0,13.928571428571427,16.0,14.0,32,0,0,0.0,0.7579
55,1,10.0,3.0,8.18535277187245,164,148,145,0,12,4,3,0,1,1,0,0,1,0,0.8260869565217391,0.9130434782608696,4.565217391304348,2.0,6.0,11.0,23.0,12.75,12.0,8.0,1,0,0,0.0,0.0
56,1,21.952380952380953,21.0,19.68114882438571,1817,1552,1222,33,183,49,330,3,31,11,0,2,0,0,0.4734982332155477,0.6289752650176679,4.872791519434629,19.0,102.0,83.0,283.0,16.166666666666668,64.0,16.0,168,1,0,0.0,0.7579
57,1,24.857142857142854,7.0,19.8949622721312,656,612,578,4,12,28,34,1,4,6,0,1,0,0,0.4357142857142857,0.6071428571428571,4.357142857142857,11.0,43.0,71.0,140.0,8.066666666666666,64.0,16.0,46,0,0,0.0,0.7854
58,1,12.888888888888893,9.0,10.005554013202422,473,352,306,24,70,27,46,3,2,3,0,0,0,0,0.5641025641025641,0.7692307692307693,4.384615384615385,3.0,23.0,30.0,78.0,9.391304347826088,25.0,15.0,34,0,1,1.0,0.8248
59,1,16.846153846153847,13.0,13.807281616633508,879,732,637,20,98,29,95,3,8,5,0,0,0,1,0.5533333333333333,0.7066666666666667,4.3933333333333335,7.0,39.0,66.0,150.0,12.634146341463413,60.0,16.0,71,0,1,0.0,0.9231
60,1,20.0,4.0,15.811388300841895,312,260,240,22,24,6,20,1,5,3,0,0,0,0,0.6666666666666666,0.8235294117647058,4.823529411764706,3.0,20.0,20.0,51.0,10.263157894736842,15.0,14.0,23,0,0,0.0,0.0772
61,1,14.777777777777779,9.0,7.293452162347021,470,432,399,0,12,26,33,1,4,5,0,0,0,0,0.5841584158415841,0.7425742574257426,4.2574257425742585,6.0,25.0,47.0,101.0,7.3,27.0,13.0,26,0,0,0.0,0.6124
62,1,19.894736842105264,38.0,17.826171882457835,3058,2496,2257,132,240,190,239,14,26,21,0,13,1,0,0.29902912621359223,0.4601941747572815,4.679611650485437,20.0,145.0,208.0,515.0,10.88095238095238,173.0,17.0,154,0,1,0.0,0.9836
63,1,11.2,10.0,6.596295256514153,393,321,302,14,35,23,19,4,1,3,0,0,1,0,0.6805555555555556,0.8194444444444444,3.875,3.0,9.0,32.0,72.0,6.583333333333332,28.0,15.0,25,0,1,0.0,0.7351
64,1,16.411764705882348,34.0,12.27986192563483,2482,2248,2025,12,145,77,223,7,24,14,0,1,2,0,0.4056122448979592,0.5918367346938775,4.607142857142857,17.0,121.0,166.0,392.0,14.466101694915256,124.0,17.0,124,0,0,0.0,0.9792
65,1,9.4,20.0,8.068130938582074,846,486,375,60,148,152,111,13,3,4,0,0,0,0,0.1650485436893204,0.4757281553398058,4.466019417475729,6.0,30.0,16.0,103.0,14.866666666666667,25.0,15.0,71,0,0,0.0,0.9712
66,1,17.155172413793107,174.0,20.258276028773103,11853,9816,7373,416,1302,319,2443,15,216,56,0,10,7,0,0.3388543823326432,0.4768806073153901,4.975155279503107,123.0,520.0,350.0,1449.0,18.570719602977668,264.0,17.0,1138,2,4,0.0,0.9963
67,1,13.285714285714285,21.0,12.806806226155127,1136,865,649,48,175,48,216,8,7,6,0,1,2,0,0.3964497041420119,0.6153846153846154,4.781065088757396,5.0,55.0,46.0,169.0,13.49090909090909,45.0,17.0,56,3,0,0.0,0.1926
68,1,24.8,5.0,14.88959368149447,518,484,452,11,12,11,32,0,6,5,0,0,0,0,0.5148514851485149,0.6831683168316832,4.792079207920792,7.0,33.0,50.0,101.0,9.9,42.0,15.0,26,0,0,0.0,0.8176
69,1,30.285714285714285,14.0,17.573706633353275,1891,1832,1801,9,30,20,31,1,6,13,0,5,0,0,0.3164893617021277,0.4654255319148936,4.86968085106383,21.0,132.0,196.0,376.0,12.229166666666664,155.0,15.0,20,0,2,0.0,0.986
70,1,9.642857142857142,14.0,7.131804635759266,498,376,348,27,60,35,28,3,3,5,1,4,0,1,0.7419354838709677,0.8387096774193549,4.096774193548387,4.0,14.0,29.0,62.0,6.44,29.0,17.0,28,0,0,0.0,0.8955
71,1,13.789473684210524,19.0,12.308889955224421,1066,968,881,14,37,47,87,6,5,10,0,0,1,0,0.4820512820512821,0.6615384615384615,4.81025641025641,7.0,65.0,88.0,195.0,8.757575757575758,62.0,16.0,58,1,1,0.0,0.8765
72,1,16.363636363636363,11.0,21.383511064709307,745,571,482,26,83,65,89,5,6,2,0,0,0,0,0.4803149606299213,0.6614173228346457,4.25984251968504,9.0,34.0,49.0,127.0,12.275,44.0,15.0,75,0,1,0.0,0.743
73,1,13.719540229885054,435.0,11.343585035036789,27287,23342,21340,1494,1594,857,2002,46,59,207,0,86,65,8,0.2089787345760042,0.351798372276188,5.485166710422684,147.0,1654.0,1157.0,3809.0,15.06528662420382,969.0,17.0,1410,2,3,0.0,0.9965
74,1,13.444444444444445,9.0,8.603939666093536,402,367,344,0,20,15,23,0,4,5,0,1,0,0,0.6923076923076923,0.7912087912087912,3.934065934065934,9.0,18.0,44.0,91.0,5.111111111111111,36.0,13.0,13,0,2,0.0,0.9062
75,1,18.875,8.0,12.076393737961912,500,461,449,2,22,15,12,0,5,4,2,2,1,0,0.6495726495726496,0.7863247863247863,3.88034188034188,5.0,21.0,64.0,117.0,6.620689655172414,46.0,15.0,16,0,2,0.0,0.38
76,1,14.384615384615385,13.0,11.117092407178397,778,639,584,26,74,39,55,3,1,3,1,4,0,0,0.572463768115942,0.7391304347826086,4.586956521739131,7.0,39.0,64.0,138.0,10.86842105263158,49.0,15.0,61,0,1,0.0,0.8988
77,1,13.36842105263158,38.0,11.324264912917005,1981,1570,1429,66,184,161,141,12,11,18,1,2,1,0,0.34916201117318435,0.5391061452513967,4.251396648044691,14.0,92.0,163.0,358.0,9.108695652173912,141.0,15.0,125,0,1,0.0,0.9415
78,1,21.2,5.0,7.190271204899019,402,373,365,1,10,18,8,0,4,5,0,0,0,0,0.6395348837209303,0.7674418604651163,4.313953488372095,7.0,21.0,48.0,86.0,9.863636363636363,36.0,15.0,22,1,0,0.0,0.3791
79,1,26.190476190476193,21.0,21.832588137046532,2480,2341,2198,14,45,80,143,1,14,19,0,3,0,0,0.4625850340136055,0.6054421768707483,5.297052154195012,17.0,181.0,190.0,441.0,12.648,143.0,16.0,107,3,0,0.0,0.9283
80,1,17.266666666666666,15.0,9.572778867084272,1022,796,690,64,116,46,106,5,11,5,0,7,0,0,0.3584905660377358,0.5849056603773585,4.534591194968552,6.0,55.0,55.0,159.0,11.065217391304348,44.0,16.0,88,0,0,0.0,0.9592
81,1,16.75,16.0,14.88399587924336,1044,917,744,16,68,43,173,6,11,6,0,1,0,0,0.6140350877192983,0.7543859649122807,4.982456140350878,9.0,63.0,53.0,171.0,13.238095238095234,46.0,16.0,59,0,0,0.0,0.6369
82,1,12.615384615384615,13.0,10.70465990070416,837,528,486,51,36,222,42,2,4,8,0,0,0,0,0.5728155339805825,0.7281553398058253,4.864077669902913,8.0,37.0,42.0,103.0,15.612903225806456,39.0,15.0,50,0,0,0.0,0.9229999999999999
83,1,19.857142857142858,7.0,13.533028380331476,549,508,484,4,19,18,24,2,1,3,0,1,0,0,0.5238095238095238,0.6952380952380952,4.8,5.0,36.0,43.0,105.0,13.586206896551724,35.0,15.0,25,0,0,0.0,0.8705
84,1,13.416666666666664,12.0,13.567731325956204,626,539,472,15,31,41,67,3,5,3,0,0,2,0,0.6428571428571429,0.7946428571428571,4.580357142857143,5.0,36.0,49.0,112.0,11.612903225806456,36.0,16.0,41,0,0,0.0,0.9424
85,1,16.928571428571427,14.0,12.350423759246766,839,755,703,17,29,38,52,3,6,9,0,0,0,0,0.456043956043956,0.6153846153846154,4.027472527472527,12.0,36.0,93.0,182.0,6.46,76.0,16.0,35,0,2,0.0,0.9719
86,1,30.5,18.0,38.413003313063285,2159,1820,1046,29,260,50,774,4,59,5,0,2,0,0,0.5862068965517241,0.6973180076628352,4.758620689655173,28.0,96.0,36.0,261.0,16.2,31.0,16.0,262,0,0,0.0,0.6486
87,1,9.25,16.0,7.681145747868607,568,380,302,53,100,35,78,4,3,3,1,7,0,0,0.6666666666666666,0.8133333333333334,4.48,4.0,23.0,23.0,75.0,10.185185185185183,19.0,16.0,57,0,0,1.0,0.7644
88,1,6.5,2.0,2.1213203435596424,51,45,42,0,2,4,3,0,1,1,0,0,0,0,1.0,1.0,5.625,1.0,5.0,1.0,8.0,16.5,2.0,8.0,2,0,0,0.0,0.3182
89,1,28.2,5.0,18.43095222716396,578,500,466,5,15,58,34,2,1,2,0,2,0,0,0.7040816326530612,0.8163265306122449,5.1020408163265305,5.0,41.0,36.0,98.0,10.542857142857144,27.0,15.0,49,0,0,0.0,0.6369
90,1,12.333333333333336,6.0,8.140434058861151,287,264,240,0,7,16,24,0,1,4,0,0,0,0,0.925925925925926,0.9629629629629628,4.851851851851851,2.0,16.0,17.0,54.0,11.470588235294118,16.0,13.0,27,0,0,0.0,0.6369
91,1,20.88888888888889,9.0,12.282553118595136,784,730,699,14,19,21,31,0,6,8,0,0,0,0,0.5324675324675324,0.6428571428571429,4.636363636363637,16.0,44.0,81.0,154.0,11.095238095238097,63.0,14.0,44,0,0,0.0,0.8481
92,1,9.5,10.0,9.407443861113393,378,289,250,12,18,59,39,4,1,4,0,0,0,0,0.7777777777777778,0.8888888888888888,4.412698412698413,2.0,15.0,27.0,63.0,10.9,22.0,15.0,27,0,0,0.0,0.8316
93,1,15.666666666666664,3.0,17.95364401266031,168,141,129,10,10,7,12,0,1,2,0,3,0,0,0.9310344827586208,0.9655172413793104,4.758620689655173,2.0,10.0,12.0,29.0,12.222222222222221,9.0,13.0,19,0,0,0.0,0.6908
94,1,8.5,4.0,5.446711546122731,104,63,57,23,9,9,6,1,0,1,0,4,0,0,1.0,1.0,4.142857142857143,1.0,3.0,6.0,14.0,9.8,4.0,11.0,12,0,0,0.0,0.0
95,1,18.0126582278481,79.0,25.23148911267888,5277,4443,3702,114,435,285,741,22,57,46,0,11,6,0,0.30793650793650795,0.4444444444444444,4.362962962962963,40.0,245.0,399.0,945.0,8.827956989247312,308.0,17.0,364,2,3,0.0,0.9956
96,1,7.571428571428571,7.0,5.061526214398937,211,176,99,8,16,11,77,1,0,3,0,2,0,0,0.7714285714285715,0.8857142857142857,4.2,2.0,10.0,9.0,35.0,11.833333333333336,10.0,15.0,4,0,0,0.0,0.7804
97,1,21.75,20.0,13.364820277603126,1590,1349,1093,32,158,51,256,3,26,11,4,1,1,0,0.4148936170212766,0.5709219858156028,4.446808510638298,11.0,84.0,114.0,282.0,8.578313253012048,89.0,16.0,111,0,0,0.0,0.8346
98,1,29.88888888888889,9.0,18.44210159149741,1142,1079,1035,11,21,31,44,1,3,7,0,0,0,0,0.4147465437788018,0.5668202764976958,4.917050691244238,11.0,74.0,102.0,217.0,12.612903225806456,84.0,14.0,45,0,1,0.0,0.9678
99,1,11.375,8.0,8.175529690135416,343,293,274,12,17,21,19,3,0,3,1,1,1,0,0.8709677419354839,0.9193548387096774,4.709677419354839,3.0,22.0,26.0,62.0,8.333333333333334,20.0,15.0,18,1,1,0.0,0.6696
100,1,14.8,5.0,5.630275304103699,402,289,258,41,28,44,31,5,0,2,0,0,0,0,0.8636363636363636,0.9318181818181818,5.159090909090909,2.0,19.0,11.0,44.0,18.428571428571427,12.0,15.0,9,0,0,0.0,0.836
101,1,19.88235294117647,17.0,23.30204484841721,1246,1084,839,13,109,40,245,3,24,7,0,0,0,0,0.465,0.64,4.56,10.0,55.0,69.0,200.0,13.057692307692307,45.0,15.0,124,0,1,0.0,0.9595
102,1,12.166666666666664,6.0,7.0828431202919235,298,254,236,14,14,16,18,0,2,4,0,1,0,0,0.75,0.875,4.791666666666667,2.0,15.0,15.0,48.0,12.142857142857142,16.0,17.0,14,0,2,1.0,0.8555
103,1,4.0,4.0,2.449489742783178,41,36,33,0,4,1,3,0,0,3,0,0,1,0,1.0,1.0,3.272727272727273,1.0,0.0,5.0,11.0,5.5,5.0,10.0,3,0,0,0.0,0.4215
104,1,8.333333333333334,3.0,6.8068592855540455,83,69,65,5,3,6,4,0,1,2,0,0,0,0,1.0,1.0,4.0,1.0,2.0,6.0,17.0,8.6,7.0,11.0,2,0,0,0.0,0.8555
105,1,17.666666666666668,48.0,14.838611699317445,3102,2574,2293,91,258,179,281,13,32,20,4,8,2,1,0.2516778523489933,0.4395973154362416,4.1090604026845625,24.0,135.0,282.0,596.0,7.883720930232557,215.0,16.0,230,1,0,0.0,0.8633
106,1,17.444444444444443,9.0,9.355628133790793,569,539,521,0,13,17,18,1,3,7,0,2,0,0,0.5384615384615384,0.6923076923076923,4.146153846153847,7.0,31.0,69.0,130.0,8.17142857142857,47.0,13.0,19,0,0,0.0,0.5994
107,1,21.125,16.0,17.149829931129545,1284,1106,966,24,118,36,140,3,18,9,0,5,1,0,0.4728033472803347,0.6443514644351465,4.393305439330544,9.0,69.0,107.0,239.0,9.921875,77.0,16.0,80,0,1,0.0,0.8316
108,1,24.0,3.0,16.09347693943108,301,280,266,2,10,9,14,0,3,3,0,1,0,0,0.8867924528301887,0.9245283018867924,5.2075471698113205,4.0,22.0,22.0,53.0,13.357142857142858,15.0,13.0,18,0,0,0.0,0.1779
109,1,20.571428571428573,7.0,13.113061463761273,495,468,452,0,14,13,16,0,4,5,1,2,0,0,0.4358974358974359,0.6495726495726496,4.0,5.0,21.0,68.0,117.0,5.470588235294118,47.0,12.0,18,1,0,0.0,0.9472
